,prec_kf_1,prec_kf_2,prec_kf_3,prec_kf_4,prec_kf_5,mean_precision,rec_kf_1,rec_kf_2,rec_kf_3,rec_kf_4,rec_kf_5,mean_recall
675,,,,,,0.94604,,,,,,0.53758
676,,,,,,0.94603,,,,,,0.53745
677,,,,,,0.9493,,,,,,0.53014
678,,,,,,0.94951,,,,,,0.53001
679,,,,,,0.95358,,,,,,0.51996
680,,,,,,0.95379,,,,,,0.51983
681,,,,,,0.95405,,,,,,0.512
682,,,,,,0.9562,,,,,,0.50418
683,,,,,,0.95619,,,,,,0.50404
684,,,,,,0.95618,,,,,,0.50391
685,,,,,,0.95617,,,,,,0.50378
686,,,,,,0.95911,,,,,,0.49269
687,,,,,,0.9591,,,,,,0.49256
688,,,,,,0.96076,,,,,,0.47925
689,,,,,,0.96407,,,,,,0.46568
690,,,,,,0.96406,,,,,,0.46555
691,,,,,,0.96405,,,,,,0.46542
692,,,,,,0.96431,,,,,,0.46542
693,,,,,,0.96457,,,,,,0.46529
694,,,,,,0.96791,,,,,,0.44859
695,,,,,,0.9712,,,,,,0.43124
696,,,,,,0.97118,,,,,,0.43098
697,,,,,,0.97118,,,,,,0.43085
698,,,,,,0.97145,,,,,,0.43072
699,,,,,,0.97145,,,,,,0.43058
700,,,,,,0.97143,,,,,,0.43032
701,,,,,,0.97167,,,,,,0.4118
702,,,,,,0.97167,,,,,,0.41166
703,,,,,,0.97267,,,,,,0.39014
704,,,,,,0.97298,,,,,,0.39001
705,,,,,,0.97297,,,,,,0.38987
706,,,,,,0.97296,,,,,,0.38974
707,,,,,,0.97295,,,,,,0.38948
708,,,,,,0.97294,,,,,,0.38935
709,,,,,,0.97562,,,,,,0.37069
710,,,,,,0.97561,,,,,,0.37056
711,,,,,,0.9756,,,,,,0.37043
712,,,,,,0.97594,,,,,,0.37043
713,,,,,,0.97592,,,,,,0.37017
714,,,,,,0.97591,,,,,,0.37004
715,,,,,,0.97714,,,,,,0.35138
716,,,,,,0.97713,,,,,,0.35125
717,,,,,,0.97712,,,,,,0.35112
718,,,,,,0.97963,,,,,,0.33259
719,,,,,,0.97962,,,,,,0.33246
720,,,,,,0.97962,,,,,,0.33233
721,,,,,,0.97999,,,,,,0.33233
722,,,,,,0.97998,,,,,,0.33207
723,,,,,,0.98164,,,,,,0.31394
724,,,,,,0.98204,,,,,,0.31394
725,,,,,,0.98203,,,,,,0.3138
726,,,,,,0.98203,,,,,,0.31367
727,,,,,,0.98202,,,,,,0.31354
728,,,,,,0.98228,,,,,,0.29658
729,,,,,,0.98227,,,,,,0.29645
730,,,,,,0.98227,,,,,,0.29632
731,,,,,,0.98224,,,,,,0.2958
732,,,,,,0.98258,,,,,,0.27975
733,,,,,,0.98258,,,,,,0.27962
734,,,,,,0.98255,,,,,,0.27923
735,,,,,,0.98254,,,,,,0.2791
736,,,,,,0.98321,,,,,,0.25979
737,,,,,,0.98319,,,,,,0.25953
738,,,,,,0.983,,,,,,0.24139
739,,,,,,0.98352,,,,,,0.24139
740,,,,,,0.98351,,,,,,0.24126
741,,,,,,0.98508,,,,,,0.22403
742,,,,,,0.98565,,,,,,0.22403
743,,,,,,0.98564,,,,,,0.2239
744,,,,,,0.98563,,,,,,0.22377
745,,,,,,0.98562,,,,,,0.22364
746,,,,,,0.9842,,,,,,0.20316
747,,,,,,0.98494,,,,,,0.18776
748,,,,,,0.98493,,,,,,0.18763
749,,,,,,0.98492,,,,,,0.1875
750,,,,,,0.98505,,,,,,0.17197
751,,,,,,0.98504,,,,,,0.17184
752,,,,,,0.98602,,,,,,0.15645
753,,,,,,0.98601,,,,,,0.15632
754,,,,,,0.986,,,,,,0.15618
755,,,,,,0.98599,,,,,,0.15605
756,,,,,,0.98597,,,,,,0.15592
757,,,,,,0.98645,,,,,,0.14248
758,,,,,,0.9872,,,,,,0.13087
759,,,,,,0.98697,,,,,,0.11861
760,,,,,,0.98542,,,,,,0.10582
761,,,,,,0.98476,,,,,,0.09277
762,,,,,,0.9856,,,,,,0.08038
763,,,,,,0.98551,,,,,,0.07098
764,,,,,,0.98548,,,,,,0.07085
765,,,,,,0.98745,,,,,,0.06159
766,,,,,,0.98952,,,,,,0.06159
767,,,,,,0.99272,,,,,,0.05337
768,,,,,,0.99403,,,,,,0.04345
769,,,,,,0.99401,,,,,,0.04332
770,,,,,,0.99308,,,,,,0.03745
771,,,,,,0.99184,,,,,,0.03171
772,,,,,,0.9918,,,,,,0.03158
773,,,,,,0.99065,,,,,,0.02766
774,,,,,,0.99061,,,,,,0.02753
775,,,,,,0.99429,,,,,,0.0227
776,,,,,,1.0,,,,,,0.01761
777,,,,,,1.0,,,,,,0.01383
778,,,,,,1.0,,,,,,0.01161
779,,,,,,1.0,,,,,,0.00979
780,,,,,,1.0,,,,,,0.0
